sample_id,teaching_task_id,candidate_classroom_id,candidate_time_slot_id,course_type,total_hours,required_room_type,class_group_count,total_student_count,teacher_department,teacher_title,teacher_max_weekly_hours,room_capacity,room_type,room_building,capacity_margin,capacity_ratio,week_number,day_of_week,period_index,is_morning,is_afternoon,is_evening,is_early_period,is_late_period,teacher_occupied_at_slot,class_occupied_at_slot,room_occupied_at_slot,teacher_day_load,class_day_load,teacher_week_load,class_week_load,is_capacity_enough,is_room_type_match,has_teacher_conflict,has_class_conflict,has_room_conflict,has_hard_conflict,sample_weight,score,reject_reason
confirmed_item_58408,2,2,480,专业核心课,48,,1,42,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,38,1.9048,12,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58409,2,2,231,专业核心课,48,,1,42,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,38,1.9048,15,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58410,2,15,185,专业核心课,48,,1,42,电子信息与计算机工程系,副教授,12,60,机房实验室,综合楼C座,18,1.4286,5,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58411,3,3,357,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,15,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58412,3,3,188,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,8,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58413,3,3,185,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,5,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58414,3,3,215,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,17,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58415,3,5,332,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,60,机房/实验室,综合楼A座,15,1.3333,8,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58416,3,1,196,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,16,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58417,3,3,242,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,8,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58418,3,3,174,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,12,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58419,3,6,239,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼B座,35,1.7778,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58420,3,3,477,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,9,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58421,3,3,422,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,8,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58422,3,3,229,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,13,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58423,3,3,373,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,13,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58424,3,3,462,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,12,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58425,3,3,296,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,8,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58426,3,3,200,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58427,3,3,419,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58428,3,3,209,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,11,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58429,3,3,329,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58430,3,3,340,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,16,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58431,3,3,344,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58432,3,3,169,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,7,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58433,3,3,347,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58434,3,3,370,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼A座,35,1.7778,10,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58435,4,4,190,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,10,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58436,4,4,173,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,11,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58437,4,4,291,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,3,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58438,4,4,423,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,9,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58439,4,4,338,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,14,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58440,4,4,329,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58441,4,4,462,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,12,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58442,4,4,312,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,6,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58443,4,4,225,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,9,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58444,4,4,188,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,8,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58445,4,4,169,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,7,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58446,4,4,363,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58447,4,4,437,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,5,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58448,4,4,464,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,14,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58449,4,4,375,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,15,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58450,4,4,186,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,6,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58451,4,4,440,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,8,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58452,4,4,332,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,8,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58453,4,4,204,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,6,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58454,4,4,341,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,17,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58455,4,4,187,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,7,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58456,4,4,245,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,11,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58457,4,4,498,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,12,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58458,4,4,209,专业核心课,48,,2,74,电子信息与计算机工程系,讲师,14,100,阶梯教室,综合楼A座,26,1.3514,11,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58459,5,6,196,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,16,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58460,5,6,311,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,5,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58461,5,6,176,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,14,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58462,5,6,418,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58463,5,6,369,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,9,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58464,5,6,444,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,12,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58465,5,12,443,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼C座,37,1.8605,11,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58466,5,12,249,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼C座,37,1.8605,15,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
